TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LATITUDE,LONGITUDE
House for sale,650000,5,3,2184.21,"Brooklyn, NY 11233","36A Rochester AveBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,40.677921,-73.9277691
House for sale,1100000,4,3,1400,"Brooklyn, NY 11228","7619 10th AveBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,40.6231568,-74.0148411
Condo for sale,478900,1,1,554,"Rego Park, NY 11374","65-18 Austin St Unit 2CRego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.7259759,-73.8599803
Condo for sale,2795000,2,2,965,"New York, NY 10003","25 Fifth Ave Unit 5BNew York, NY 10003",10003,United States,New York,New York County,40.735321,-73.9941315
Multi-family home for sale,560000,5,2,2624,"Staten Island, NY 10301","45 St Pauls AveStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6366099,-74.0778245
Multi-family home for sale,868000,3,4,2024,"Staten Island, NY 10304","108 Dutchess AveStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.5963657,-74.0997473
House for sale,999000,3,2,2184.21,"Flushing, NY 11358","196-11 45th AveFlushing, NY 11358",United States,New York,Queens County,Queens,40.7562931,-73.7849475
Multi-family home for sale,1590000,5,6,2184.21,"Queens, NY 11417","149-43 Hawtree StQueens, NY 11417",11417,United States,New York,Queens County,40.6729954,-73.8373187
Co-op for sale,149000,1,1,375,"New York, NY 10030","219 W 144th St Apt 41New York, NY 10030",New York,New York County,New York,Manhattan,40.8213094,-73.9399984
House for sale,594900,4,2,1355,"Rosedale, NY 11422","121-42 Laurelton PkwyRosedale, NY 11422",United States,New York,Queens County,Queens,40.6824809,-73.7279494
House for sale,799000,3,2,2184.21,"Brooklyn, NY 11210","1462 E 23rd StBrooklyn, NY 11210",United States,New York,Kings County,Brooklyn,40.6146692,-73.9515915
Multi-family home for sale,985000,6,5,2184.21,"Springfield Gardens, NY 11413","145-90 222nd StSpringfield Gardens, NY 11413",United States,New York,Queens County,Queens,40.6615069,-73.7581972
House for sale,685000,4,2,2625,"Saint Albans, NY 11412","116-33 198th StSaint Albans, NY 11412",United States,New York,Queens County,Queens,40.6946313,-73.7540488
Contingent,479888,3,2,1188,"Staten Island, NY 10309","124 Hampton PlStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,40.549099,-74.2148258
Pending,2500000,3,2.373860858,2184.21,"Brooklyn, NY 11223","32 Village Rd NBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,40.5938747,-73.9742907
Condo for sale,355000,1,1,514,"Brooklyn, NY 11225","961 Washington Ave Apt 1GBrooklyn, NY 11225",New York,Kings County,Brooklyn,Crown Heights,40.6660348,-73.9612418
Co-op for sale,260000,2,1,2184.21,"New York, NY 10031","515 W 135th St Apt 4CNew York, NY 10031",New York,New York County,New York,Manhattan,40.8196151,-73.9532441
Townhouse for sale,2600000,5,5,4057,"Brooklyn, NY 11238","65 Gates AveBrooklyn, NY 11238",United States,New York,Kings County,Brooklyn,40.6846326,-73.9660028
Pending,2500000,3,2.373860858,2184.21,"Brooklyn, NY 11223","30 Village Rd NBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,40.5938803,-73.9743763
Co-op for sale,220000,1,1,2184.21,"Rego Park, NY 11374","6565 Wetherole St Apt 4ORego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.725937,-73.8572908
Co-op for sale,489000,2,2,1549,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 27GFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,40.7577991,-73.7159564
Multi-family home for sale,1288000,5,2,2375,"Brooklyn, NY 11214","1853 Benson AveBrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,40.6042803,-74.0030547
Condo for sale,200000,2,3,1260,"Manhattan, NY 10022","2 E 55th St Unit 1136W15Manhattan, NY 10022",United States,New York,New York County,New York,40.7613979,-73.9746128
House for sale,625000,3,1,2184.21,"Middle Village, NY 11379","64-01 Pleasantview StMiddle Village, NY 11379",United States,New York,Queens County,Queens,40.7158932,-73.8820836
Condo for sale,2245000,2,3,1724,"New York, NY 10028","171 E 84th St Apt 3BNew York, NY 10028",New York,New York County,New York,Manhattan,40.7779756,-73.9551546
House for sale,899000,3,2,2184.21,"Howard Beach, NY 11414","163-43 90th StHoward Beach, NY 11414",United States,New York,Queens County,Queens,40.6511946,-73.8405509
Townhouse for sale,575000,4,2,1330,"Brooklyn, NY 11208","411 Montauk AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6683511,-73.8757315
House for sale,588888,4,2,1640,"Staten Island, NY 10314","187 Latimer AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5986261,-74.1817717
Multi-family home for sale,650000,6,2.373860858,2184.21,"Bronx, NY 10469","3106 Mickle AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8719262,-73.8423808
Multi-family home for sale,899999,8,4,2184.21,"Brooklyn, NY 11203","375 Linden BlvdBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,40.6531909,-73.9453969
Co-op for sale,315000,1,1,850,"Jackson Heights, NY 11372","35-31 85th St Unit 2MJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7520799,-73.88188
Multi-family home for sale,1599999,6,2.373860858,4073,"Bronx, NY 10465","3176 Tierney PlBronx, NY 10465",United States,New York,Bronx County,The Bronx,40.813524,-73.802218
Townhouse for sale,10000000,5,2.373860858,5660,"Manhattan, NY 10025","45 W 95th StManhattan, NY 10025",United States,New York,New York County,New York,40.791801,-73.9665998
House for sale,825000,4,2,2230,"Staten Island, NY 10312","263 Getz AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5532787,-74.1649844
Contingent,795000,3,3,1860,"Staten Island, NY 10306","166 Bancroft AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5763544,-74.1099794
House for sale,690000,3,2,1325,"Brooklyn, NY 11234","2041 E 64th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6173476,-73.9131449
House for sale,1249949,4,4,2720,"Staten Island, NY 10307","21 Sanford StStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,40.5107045,-74.2389945
House for sale,799000,4,3,2184.21,"Brooklyn, NY 11236","921 E 98th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.6483188,-73.9039932
Co-op for sale,115000,3,1,2184.21,"Jamaica, NY 11432","87-15 165th St Unit 6CJamaica, NY 11432",New York,Queens County,Queens,Jamaica,40.7104509,-73.7982064
House for sale,2088000,4,4,2394,"Bayside, NY 11360","24-40 Little Neck BlvdBayside, NY 11360",United States,New York,Queens County,Queens,40.7803566,-73.771297
Condo for sale,699000,2,2,1766,"Queens, NY 11694","124-11 Rockaway Beach Blvd # 1CQueens, NY 11694",New York,Queens County,Queens,Rockaway Park,40.5771307,-73.8443159
Co-op for sale,119000,1,1,650,"Bronx, NY 10462","754 Brady Ave Apt 205Bronx, NY 10462",New York,Bronx County,The Bronx,East Bronx,40.8522378,-73.8655788
Multi-family home for sale,1275000,5,3,2184.21,"East Elmhurst, NY 11369","32-58 86th StEast Elmhurst, NY 11369",United States,New York,Queens County,Queens,40.7563571,-73.8819905
Condo for sale,410000,2,2,2184.21,"Howard Beach, NY 11414","151-35 84th St Unit 3MHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.6668174,-73.8499468
Co-op for sale,309900,2,1,900,"Bronx, NY 10463","679 W 239th St Apt 5JBronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,40.8901764,-73.9146261
Condo for sale,435000,3,2,1034,"Bronx, NY 10469","2877 Ely AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8690609,-73.835715
House for sale,879000,3,3,2184.21,"College Point, NY 11356","14-11 111th StCollege Point, NY 11356",United States,New York,Queens County,Queens,40.785245,-73.8557
Co-op for sale,325000,3,1,622,"New York, NY 10031","525 W 134th St Apt 2ENew York, NY 10031",New York,New York County,New York,Manhattan,40.8192151,-73.9544658
Multi-family home for sale,1195000,16,8,2184.21,"Brooklyn, NY 11232","453 42nd StBrooklyn, NY 11232",United States,New York,Kings County,Brooklyn,40.6502185,-74.0063562
Co-op for sale,1900000,3,2,2200,"New York, NY 10007","160 Chambers St Apt 4New York, NY 10007",New York,New York County,New York,Manhattan,40.7159669,-74.010573
House for sale,868000,3,2,2184.21,"Middle Village, NY 11379","64-04 71st StMiddle Village, NY 11379",United States,New York,Queens County,Queens,40.7158631,-73.8843791
Multi-family home for sale,1770000,7,4,2184.21,"College Point, NY 11356","924 129th StCollege Point, NY 11356",United States,New York,Queens County,Queens,40.7885034,-73.8393008
Multi-family home for sale,899000,5,3,1480,"Maspeth, NY 11378","58-31 71st StMaspeth, NY 11378",United States,New York,Queens County,Queens,40.7253273,-73.8900898
Pending,990000,2,2,960,"Brooklyn, NY 11216","253 Tompkins Ave Apt 4BBrooklyn, NY 11216",New York,Kings County,Brooklyn,Bedford-Stuyvesant,40.6900217,-73.945006
House for sale,818000,3,3,2184.21,"Flushing, NY 11367","138-38 63 AveFlushing, NY 11367",United States,New York,Queens County,Queens,40.7396171,-73.8267571
House for sale,409000,4,2,2184.21,"Flushing, NY 11367","144-28 72nd RdFlushing, NY 11367",United States,New York,Queens County,Queens,40.726173,-73.8202303
Pending,679000,3,2,1474,"Brooklyn, NY 11224","3719 Mermaid Ave Unit 2BBrooklyn, NY 11224",New York,Kings County,Brooklyn,Seagate,40.574905,-74.0036857
Co-op for sale,259000,1,1,2184.21,"Forest Hills, NY 11375","72-81 113 St Unit 6KForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7199582,-73.8357232
House for sale,850000,6,3,2280,"Brooklyn, NY 11215","62 15th St Unit 15THBrooklyn, NY 11215",New York,Kings County,Brooklyn,Gowanus,40.6681319,-73.9948468
Townhouse for sale,8750000,6,6,6000,"Brooklyn, NY 11209","8200 Narrows Ave Unit TownhouseBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.6282935,-74.0379695
House for sale,495000,2,2,953,"Staten Island, NY 10303","79 Benjamin DrStaten Island, NY 10303",United States,New York,Richmond County,Staten Island,40.6233738,-74.1599502
Co-op for sale,825000,2,1,800,"Brooklyn, NY 11215","14 Prospect Park SW Apt 39Brooklyn, NY 11215",New York,Kings County,Brooklyn,Windsor Terrace,40.660279,-73.978949
Co-op for sale,1075000,4,2,1800,"Jackson Heights, NY 11372","37-30 83rd St Unit 4EFJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,40.7487647,-73.8834851
House for sale,1950000,5,4,4000,"Bronx, NY 10471","5501 Palisade Ave Lot 2Bronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,40.9057349,-73.9111699
House for sale,6800000,7,2.373860858,5130,"Staten Island, NY 10304","131 Cliffwood AveStaten Island, NY 10304",10304,United States,New York,Richmond County,40.5956171,-74.1144559
Multi-family home for sale,7999000,20,10,2184.21,"New York, NY 10025","414 Riverside DrNew York, NY 10025",United States,New York,New York County,New York,40.8071701,-73.9668179
Condo for sale,578000,2,2,900,"Maspeth, NY 11378","57-15 69th Ln Unit 1Maspeth, NY 11378",New York,Queens County,Queens,Flushing,40.7265287,-73.8933039
Condo for sale,8995000,5,4,4373,"Manhattan, NY 10019","135 W 52nd St Ph 5Manhattan, NY 10019",New York,New York County,New York,Manhattan,40.7620381,-73.9808958
Condo for sale,629000,3,2,1360,"Brooklyn, NY 11228","269 Bay 8th St Apt 2RBrooklyn, NY 11228",New York,Kings County,Brooklyn,Bath Beach,40.6063017,-74.0157592
Condo for sale,329900,2,2,993,"Howard Beach, NY 11414","149-30 88 St Unit 4DHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.6689793,-73.8476549
House for sale,1788888,4,4,2184.21,"Whitestone, NY 11357","162-15 14th AveWhitestone, NY 11357",United States,New York,Queens County,Queens,40.7892182,-73.7997874
House for sale,899000,5,2,2184,"Staten Island, NY 10306","39 Rene DrStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.565557,-74.1329192
Condo for sale,2150000,3,1,750,"New York, NY 10021","163 E 71st St Unit 1New York, NY 10021",New York,New York County,New York,Manhattan,40.7696597,-73.962084
House for sale,1290000,3,2,2905,"Bronx, NY 10471","5040 Tibbett AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,40.8964834,-73.899354
Co-op for sale,109000,1,1,2184.21,"Bronx, NY 10467","335 E 209th St Apt 4Bronx, NY 10467",New York,Bronx County,The Bronx,Norwood,40.8768714,-73.8742644
House for sale,545000,6,3,1344,"Staten Island, NY 10306","46 Lincoln AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5804254,-74.1110462
Co-op for sale,307000,2,1,960,"Bronx, NY 10463","629 Kappock St Apt 2PBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.8802558,-73.9168342
Condo for sale,595000,1,1,750,"New York, NY 10009","189 Avenue C Apt 9DNew York, NY 10009",New York,New York County,New York,Manhattan,40.726984,-73.9769367
House for sale,1088888,5,4,2452,"Staten Island, NY 10304","75 Four Corners RdStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.5908557,-74.1037852
Townhouse for sale,650000,3,2,1912,"Bronx, NY 10469","1077 Adee AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8697126,-73.8565137
Multi-family home for sale,4380000,35,16,15000,"Brooklyn, NY 11214","8699 Bay Pkwy Unit 16Brooklyn, NY 11214",United States,New York,Kings County,Brooklyn,40.599715,-73.995694
Multi-family home for sale,949999,5,3,1740,"Ozone Park, NY 11417","109-42 Centreville StOzone Park, NY 11417",United States,New York,Queens County,Queens,40.6778227,-73.8350282
Multi-family home for sale,879000,4,2,1998,"Bronx, NY 10461","2026 Mayflower AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,40.8527278,-73.833506
House for sale,850000,6,4,2886,"Far Rockaway, NY 11691","1358 Norton DrFar Rockaway, NY 11691",United States,New York,Queens County,Queens,40.6085633,-73.7686771
Co-op for sale,675000,2,2,1200,"Brooklyn, NY 11209","9437 Shore Rd Unit 1ABrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,40.6168668,-74.0380928
House for sale,199000,2,1,900,"Staten Island, NY 10303","2701 Goethals Rd N Apt D7Staten Island, NY 10303",United States,New York,Richmond County,Staten Island,40.6281757,-74.1797234
House for sale,395000,3,1,430,"New York, NY 10005","56 Pine St Apt 10ENew York, NY 10005",New York,New York County,New York,Manhattan,40.7068323,-74.0083798
Co-op for sale,368000,2,2,2184.21,"Bayside, NY 11360","18-05 215th St Unit 12HBayside, NY 11360",New York,Queens County,Queens,Bayside,40.784673,-73.775263
Multi-family home for sale,999999,5,2,2754,"Staten Island, NY 10312","184 Lovelace AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5509337,-74.1745249
Condo for sale,374900,1,1,782,"Bronx, NY 10463","2287 Johnson Ave Apt 12BBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.8778771,-73.9188767
Co-op for sale,365000,2,1,2184.21,"Jackson Heights, NY 11372","37-30 83rd St Unit 2HJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7493341,-73.8834178
Townhouse for sale,25500000,5,2.373860858,2184.21,"New York, NY 10014","763 Greenwich StNew York, NY 10014",United States,New York,New York County,New York,40.7361176,-74.0064866
Multi-family home for sale,999000,7,3,3036,"Bronx, NY 10451","784 Elton AveBronx, NY 10451",United States,New York,Bronx County,The Bronx,40.8214661,-73.9132049
House for sale,825000,3,2,2184.21,"Rego Park, NY 11374","62-72 Wetherole StRego Park, NY 11374",United States,New York,Queens County,Queens,40.7291225,-73.8672746
House for sale,889000,3,2,2184.21,"Bronx, NY 10471","6012 Delafield AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,40.9086225,-73.9024315
Co-op for sale,225000,2,1,789,"Brooklyn, NY 10301","1100 Clove Rd Apt 2DBrooklyn, NY 10301",New York,Richmond County,Staten Island,Castleton Corners,40.6189484,-74.1071576
House for sale,799500,2,2,2250,"Staten Island, NY 10307","627 Rockaway StStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,40.5017889,-74.2393231
House for sale,779000,2,2,2184.21,"Brooklyn, NY 11234","1947 Hendrickson StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6134102,-73.927727
Multi-family home for sale,1880000,7,2,3240,"Brooklyn, NY 11209","415 72nd StBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.6327207,-74.0236917
Townhouse for sale,3000000,5,2.373860858,5000,"Manhattan, NY 10030","263 W 139th StManhattan, NY 10030",United States,New York,New York County,New York,40.819079,-73.944168
Co-op for sale,480000,3,2,2184.21,"Bronx, NY 10463","3901 Independence Ave Apt 2TBronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,40.8890266,-73.9131785
House for sale,820000,4,3,2184.21,"Jamaica, NY 11432","150-08 Grand Central PkwyJamaica, NY 11432",United States,New York,Queens County,Queens,40.7154424,-73.8098159
Co-op for sale,385000,2,1,800,"Whitestone, NY 11357","160-34 Cross Island Pkwy Unit 6-202Whitestone, NY 11357",New York,Queens County,Queens,Whitestone,40.7865407,-73.8018825
House for sale,709999,4,2,2184.21,"Springfield Gardens, NY 11413","220-45 138th AveSpringfield Gardens, NY 11413",United States,New York,Queens County,Queens,40.6736664,-73.7504403
House for sale,699000,3,2,1500,"South Ozone Park, NY 11420","115-11 126th StSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,40.6785308,-73.8130811
Condo for sale,649000,3,2,1400,"Brooklyn, NY 11235","1220 Avenue Y Unit OaBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5895025,-73.9579253
